Staff_ID,Staff_FName,Staff_LName,Dept,Position,Country,Email,Role,Unhashed_Password,approval_count,Reporting_Manager
190027,Narong,Sok,Solutioning,Developers,Singapore,Narong.Sok@allinone.com.sg,2,952XD3eZ,0,150008.0
190028,Thin,Khun,Solutioning,Developers,Singapore,Thin.Khun@allinone.com.sg,2,DY3t6KKx,0,150008.0
190029,Vannak,Saifullah,Solutioning,Developers,Singapore,Vannak.Saifullah@allinone.com.sg,2,diwnJANN,0,150008.0
190030,Phuon,Li,Solutioning,Developers,Singapore,Phuon.Li@allinone.com.sg,2,q0jOiJOw,0,150008.0
190031,Sri,Prasad,Solutioning,Developers,Singapore,Sri.Prasad@allinone.com.sg,2,KuAi49MI,0,150008.0
190032,Haing,Seng,Solutioning,Developers,Singapore,Haing.Seng@allinone.com.sg,2,Rwfrjk8y,0,150008.0
190033,Chin Chin,Siregar,Solutioning,Developers,Singapore,Chin Chin.Siregar@allinone.com.sg,2,o91PLn9Y,0,150008.0
190035,Kumari,Devi,Solutioning,Developers,Singapore,Kumari.Devi@allinone.com.sg,2,WXVVFEKP,0,150008.0
190036,Narong,Myat,Solutioning,Developers,Singapore,Narong.Myat@allinone.com.sg,2,KlKtV8Ny,0,150008.0
190038,Heng,Chen,Solutioning,Developers,Singapore,Heng.Chen@allinone.com.sg,2,iAufJ5vG,0,150008.0
190040,Rina,Loo,Solutioning,Developers,Singapore,Rina.Loo@allinone.com.sg,2,dnEfjxtm,0,150008.0
190041,Boun,Kong,Solutioning,Developers,Singapore,Boun.Kong@allinone.com.sg,2,K7S025Mo,0,150008.0
190042,Aung,Khung,Solutioning,Developers,Singapore,Aung.Khung@allinone.com.sg,2,F6LtqEju,0,150008.0
190043,Thu,Nguyen,Solutioning,Developers,Singapore,Thu.Nguyen@allinone.com.sg,2,HA70YkRD,0,150008.0
190044,Rajesh,Chong,Solutioning,Developers,Singapore,Rajesh.Chong@allinone.com.sg,2,G37FUp09,0,150008.0
190045,Koh,Phalp,Solutioning,Developers,Singapore,Koh.Phalp@allinone.com.sg,2,5P1j0wmy,0,150008.0
190046,Somchai,Seng,Solutioning,Developers,Singapore,Somchai.Seng@allinone.com.sg,2,pJJ0MKfO,0,150008.0
190047,Seng,Pheap,Solutioning,Developers,Singapore,Seng.Pheap@allinone.com.sg,2,QoeoenXn,0,150008.0
190048,Anh,Harun,Solutioning,Developers,Singapore,Anh.Harun@allinone.com.sg,2,e2dAJGj9,0,150008.0
190049,Ratana,Sulaiman,Solutioning,Developers,Singapore,Ratana.Sulaiman@allinone.com.sg,2,rGFcHYMp,0,150008.0
190050,Bui Lui,Nguyen,Solutioning,Developers,Singapore,BuiLui.Nguyen@allinone.com.sg,2,oXxfuTyh,0,150008.0
190051,Rahim,Saon,Solutioning,Developers,Singapore,Rahim.Saon@allinone.com.sg,2,ObhzV5KM,0,150008.0
190052,Dewi,Savoeun,Solutioning,Developers,Singapore,Dewi.Savoeun@allinone.com.sg,2,qmgEeoSE,0,150008.0
190054,Sokha,Luon,Solutioning,Developers,Singapore,Sokha.Luon@allinone.com.sg,2,aK3QOAag,0,150008.0
190055,Tuan,Tithe,Solutioning,Developers,Singapore,Tuan.Tithe@allinone.com.sg,2,uPJbo00F,0,150008.0
190056,Bao,Lu,Solutioning,Developers,Singapore,Bao.Lu@allinone.com.sg,2,ohRYTFaM,0,150008.0
190057,Amara,Singh,Solutioning,Developers,Singapore,Amara.Singh@allinone.com.sg,2,Bl0MlnMR,0,150008.0
190058,Srey,Mao,Solutioning,Developers,Singapore,Srey.Mao@allinone.com.sg,2,N0PDWZfB,0,150008.0
190064,Arifi,Sapu,Solutioning,Support Team,Singapore,Arifi.Sapu@allinone.com.sg,2,3vRrdjx0,0,150008.0
190091,Chin,Tran,Solutioning,Support Team,Singapore,Chin.Tran@allinone.com.sg,2,n2w0aP7l,0,150008.0
190092,Siti,Ahmah,Solutioning,Support Team,Singapore,Siti.Ahmah@allinone.com.sg,2,UNCy3WSm,0,150008.0
190065,Siti,Salah,Solutioning,Support Team,Malaysia,Siti.Salah@allinone.com.my,2,fVNj7loq,0,150008.0
190066,Rina,Siriporn,Solutioning,Support Team,Malaysia,Rina.Siriporn@allinone.com.my,2,hP21EKLK,0,150008.0
190068,Chandara,Kim,Solutioning,Support Team,Malaysia,Chandara.Kim@allinone.com.my,2,wI7huqlb,0,150008.0
190069,Heng Meng,Phan,Solutioning,Support Team,Indonesia ,HengMeng.Phan@allinone.com.id,2,HZKj7Dbc,0,150008.0
190074,Priya,Maliki,Solutioning,Support Team,Indonesia ,Priya.Maliki@allinone.com.id,2,ftA4eYVV,0,150008.0
190075,Ngoc,Trinh,Solutioning,Support Team,Indonesia ,Ngoc.Trinh@allinone.com.id,2,S7vXItK7,0,150008.0
190076,Manoj,Kumar,Solutioning,Support Team,Indonesia ,Manoj.Kumar@allinone.com.id,2,r4necVsR,0,150008.0
190078,Somi,Somsri,Solutioning,Support Team,Vietnam,Somi.Somsri@allinone.com.vn,2,GbIgfwc4,0,150008.0
190079,Chin,Lim,Solutioning,Support Team,Vietnam,Chin.Lim@allinone.com.vn,2,tLoyRKk7,0,150008.0
190080,Sok,Chay,Solutioning,Support Team,Hong Kong,Sok.Chay@allinone.com.hk,2,lVc6QSfK,0,150008.0
190082,Tatkong,Nguyen,Solutioning,Support Team,Hong Kong,Tatkong.Nguyen@allinone.com.hk,2,c4Bm2ACe,0,150008.0
190087,Sani,Perumal,Solutioning,Support Team,Hong Kong,Sani.Perumal@allinone.com.hk,2,Bdg3thM5,0,150008.0
190088,Kakim,Siregar,Solutioning,Support Team,Hong Kong,Kakim.Siregar@allinone.com.hk,2,UwrSAcOX,0,150008.0
190089,Siri,Chaiyaporn,Solutioning,Support Team,Hong Kong,Siri.Chaiyaporn@allinone.com.hk,2,grCvIPPJ,0,150008.0
190094,Rata,Keo,Solutioning,Support Team,Singapore,Rata.Keo@allinone.com.sg,2,NZSr2AuU,0,150008.0
190095,Yee Meng,Lim,Solutioning,Support Team,Singapore,YeeMeng.Lim@allinone.com.sg,2,tJihSKFN,0,150008.0
190096,Wai Wai,Yong,Solutioning,Support Team,Singapore,WaiWai.Yong@allinone.com.sg,2,X0qupOoe,0,150008.0
190097,Thin,Pham,Solutioning,Support Team,Singapore,Thin.Pham@allinone.com.sg,2,r06IleHF,0,150008.0
190098,Nara,Sook,Solutioning,Support Team,Singapore,Nara.Sook@allinone.com.sg,2,HqDc6woV,0,150008.0
210018,Manni,Devi,IT,IT Team,Singapore,Manni.Devi@allinone.com.sg,2,s21y7BFW,0,210001.0
210028,An,Vo,IT,IT Team,Singapore,An.Vo@allinone.com.sg,2,uGwaQAfd,0,210001.0
210017,Rithe,Sok,IT,IT Team,Singapore,Rithe.Sok@allinone.com.sg,2,4fCm7fgb,0,210001.0
210019,Koh Kok,Seng,IT,IT Team,Singapore,KohKok.Seng@allinone.com.sg,2,42RYSHvu,0,210001.0
210020,Arifi,Saputra,IT,IT Team,Singapore,Arifi.Saputra@allinone.com.sg,2,HGiVbTsl,0,210001.0
210021,Kumar,Pillai,IT,IT Team,Singapore,Kumar.Pillai@allinone.com.sg,2,i4cYCn7j,0,210001.0
210022,Narong,Phua,IT,IT Team,Singapore,Narong.Phua@allinone.com.sg,2,PyIUl3ZH,0,210001.0
210023,Thin,Ling,IT,IT Team,Singapore,Thin.Ling@allinone.com.sg,2,DINqlxbI,0,210001.0
210024,Vannak,Teng,IT,IT Team,Singapore,Vannak.Teng@allinone.com.sg,2,TDuHh6At,0,210001.0
210025,Phuon,Truong,IT,IT Team,Singapore,Phuon.Truong@allinone.com.sg,2,HLoXNnoI,0,210001.0
210026,Sri,Suon,IT,IT Team,Singapore,Sri.Suon@allinone.com.sg,2,uccXMtcf,0,210001.0
210027,Haing,Myat,IT,IT Team,Singapore,Haing.Myat@allinone.com.sg,2,mx43tLGk,0,210001.0
210029,Chin Chin,Chen,IT,IT Team,Singapore,ChinChin.Chen@allinone.com.sg,2,Fv9Ir2df,0,210001.0
210030,Narah,Loo,IT,IT Team,Singapore,Narah.Loo@allinone.com.sg,2,U34wgdPH,0,210001.0
210031,Somachai,Kong,IT,IT Team,Singapore,Somachai.Kong@allinone.com.sg,2,NGOOalNp,0,210001.0
210032,Rath,Khung,IT,IT Team,Singapore,Rath.Khung@allinone.com.sg,2,sb8QGK9p,0,210001.0
210033,Chin,Nguyen,IT,IT Team,Singapore,Chin.Nguyen@allinone.com.sg,2,JDBi5Y3K,0,210001.0
210034,Yee Seng,Chong,IT,IT Team,Singapore,YeeSeng.Chong@allinone.com.sg,2,vZUlNsvV,0,210001.0
210035,Heng,Phalp,IT,IT Team,Singapore,Heng.Phalp@allinone.com.sg,2,9ZatW9vo,0,210001.0
210036,Sokuntheap,Seng,IT,IT Team,Singapore,Sokuntheap.Seng@allinone.com.sg,2,de8VgCTv,0,210001.0
210037,Champan,Pheap,IT,IT Team,Singapore,Champan.Pheap@allinone.com.sg,2,gfC2fKVr,0,210001.0
210038,Kahim,Harun,IT,IT Team,Singapore,Kahim.Harun@allinone.com.sg,2,EwFaVlWJ,0,210001.0
210039,Halim,Sulaiman,IT,IT Team,Singapore,Halim.Sulaiman@allinone.com.sg,2,8tqELf1j,0,210001.0
210040,Trong,Nguyen,IT,IT Team,Singapore,Trong.Nguyen@allinone.com.sg,2,22elsohE,0,210001.0
210041,Seng,Saon,IT,IT Team,Singapore,Seng.Saon@allinone.com.sg,2,yo5rpbuA,0,210001.0
210042,Naron,Savoeun,IT,IT Team,Singapore,Naron.Savoeun@allinone.com.sg,2,Ye3aGCm0,0,210001.0
210043,Phuc,Luon,IT,IT Team,Singapore,Phuc.Luon@allinone.com.sg,2,R9dGvBtj,0,210001.0
210044,Chandara,Tithe,IT,IT Team,Singapore,tithe.chandra@allinone.com.sg,2,UbhpyErK,0,210001.0
111111,Test,Account,IT,IT Team,Singapore,testspmg2t7@gmail.com,2,vGaQVUrS,0,130002.0
140880,Heng,Chan,Sales,Account Manager,Singapore,Heng.Chan@allinone.com.sg,2,kLh2zPLS,0,140008.0
140881,Rina,Tan,Sales,Account Manager,Singapore,Rina.Tan@allinone.com.sg,2,1dzypdFU,0,140008.0
140882,Boun,Souk,Sales,Account Manager,Singapore,Boun.Souk@allinone.com.sg,2,4pMaBP3R,0,140008.0
140883,Aung,Kyaw,Sales,Account Manager,Singapore,Aung.Kyaw@allinone.com.sg,2,tE1ZMLj4,0,140008.0
140886,Thuy,Nguyen,Sales,Account Manager,Singapore,Thuy.Nguyen@allinone.com.sg,2,fKh8UQaA,0,140008.0
140887,Rajesh,Kumar,Sales,Account Manager,Singapore,Rajesh.Kumar@allinone.com.sg,2,hSZ5rjM2,0,140008.0
140888,Koh,Lim,Sales,Account Manager,Singapore,Koh.Lim@allinone.com.sg,2,USs518D2,0,140008.0
140889,Somchai,Somboon,Sales,Account Manager,Singapore,Somchai.Somboon@allinone.com.sg,2,hTymw8wp,0,140008.0
140890,Seng,Lee,Sales,Account Manager,Singapore,Seng.Lee@allinone.com.sg,2,gNdiYW7z,0,140008.0
140891,Anh,Tran,Sales,Account Manager,Singapore,Anh.Tran@allinone.com.sg,2,Pk4n5BrG,0,140008.0
140892,Ratana,Chen,Sales,Account Manager,Singapore,Ratana.Chen@allinone.com.sg,2,qAkk2oLk,0,140008.0
140893,Bui,Nguyen,Sales,Account Manager,Singapore,Bui.Nguyen@allinone.com.sg,2,vWPQ74vG,0,140103.0
140895,Dewi,Putri,Sales,Account Manager,Singapore,Dewi.Putri@allinone.com.sg,2,QFUfcxb7,0,140103.0
140898,Sokha,Seng,Sales,Account Manager,Singapore,Sokha.Seng@allinone.com.sg,2,71fA43I9,0,140103.0
140900,Tuan,Nguyen,Sales,Account Manager,Singapore,Tuan.Nguyen@allinone.com.sg,2,JIexiKmX,0,140103.0
140901,Bao,Luu,Sales,Account Manager,Singapore,Bao.Luu@allinone.com.sg,2,4mOD4EGm,0,140103.0
140940,Siti,Ahmad,Sales,Account Manager,Singapore,Siti.Ahmad@allinone.com.sg,2,5GOg20Y0,0,140879.0
140941,Chandra,Rai,Sales,Account Manager,Singapore,Chandra.Rai@allinone.com.sg,2,1Sc14rDM,0,140879.0
140942,Ratana,Keo,Sales,Account Manager,Singapore,Ratana.Keo@allinone.com.sg,2,IBUd7EpP,0,140879.0
140945,Wai,Yong,Sales,Account Manager,Singapore,Wai.Yong@allinone.com.sg,2,xbwfEgAf,0,140879.0
140947,Thi,Pham,Sales,Account Manager,Singapore,Thi.Pham@allinone.com.sg,2,xSIGaqgm,0,140879.0
140948,Nara,Sok,Sales,Account Manager,Singapore,Nara.Sok@allinone.com.sg,2,UHCwpJhJ,0,140879.0
140927,Chin,Lim,Sales,Account Manager,Hong Kong,Chin.Lim@allinone.com.hk,2,8IFYVdR5,0,140879.0
140928,Sok,Chhay,Sales,Account Manager,Hong Kong,Sok.Chhay@allinone.com.hk,2,xvyvzs0r,0,140879.0
140929,Tat,Nguyen,Sales,Account Manager,Hong Kong,Tat.Nguyen@allinone.com.hk,2,MnMnW5Eg,0,140879.0
140933,Hlaing,Sithu,Sales,Account Manager,Hong Kong,Hlaing.Sithu@allinone.com.hk,2,kkXoHeNi,0,140879.0
140934,Santhi,Perumal,Sales,Account Manager,Hong Kong,Santhi.Perumal@allinone.com.hk,2,JeS5oCgu,0,140879.0
140935,Hakim,Siregar,Sales,Account Manager,Hong Kong,Hakim.Siregar@allinone.com.hk,2,CD9Dj1QQ,0,140879.0
140937,Sirirat,Chaiyaporn,Sales,Account Manager,Hong Kong,Sirirat.Chaiyaporn@allinone.com.hk,2,QLetTyyu,0,140879.0
140938,Chinh,Tran,Sales,Account Manager,Hong Kong,Chinh.Tran@allinone.com.hk,2,Zc05tmcE,0,140879.0
140910,Rina,Siriporn,Sales,Account Manager,Indonesia ,Rina.Siriporn@allinone.com.id,2,VFimGBO7,0,140879.0
140911,Minh,Ly,Sales,Account Manager,Indonesia ,Minh.Ly@allinone.com.id,2,DQpzydiJ,0,140944.0
140912,Chandara,Kim,Sales,Account Manager,Indonesia ,Chandara.Kim@allinone.com.id,2,qA3AG7DZ,0,140944.0
140917,Heng,Phan,Sales,Account Manager,Indonesia ,Heng.Phan@allinone.com.id,2,OtMAFGFE,0,140944.0
140918,Nara,Khun,Sales,Account Manager,Indonesia ,Nara.Khun@allinone.com.id,2,XaVs83eY,0,140944.0
140919,Priya,Malik,Sales,Account Manager,Indonesia ,Priya.Malik@allinone.com.id,2,cj3yOkcL,0,140944.0
140903,Amara,Singh,Sales,Account Manager,Malaysia,Amara.Singh@allinone.com.my,2,vQWDGf0g,0,140944.0
140904,Srey,Mao,Sales,Account Manager,Malaysia,Srey.Mao@allinone.com.my,2,1Cg3syTd,0,140944.0
140905,Phuc,Le,Sales,Account Manager,Malaysia,Phuc.Le@allinone.com.my,2,hqcK0LkQ,0,140944.0
140908,Arifin,Saputra,Sales,Account Manager,Malaysia,Arifin.Saputra@allinone.com.my,2,MeEvNVUM,0,140944.0
140909,Siti,Salleh,Sales,Account Manager,Malaysia,Siti.Salleh@allinone.com.my,2,UCwiVrl4,0,140944.0
